Id,cnpj,nome_razao_social,nome_fantasia,logradouro,numero,complemento,cep,bairro,municipio,uf,email,telefone
1221,08624219000173,AUTO POSTO RABAT LTDA,PELIKANO,RUA GUILHERME IHLENFELDT,616,,82620030,VILA TINGUI,CURITIBA,PR,societario@confialtiva.com.br,4130161441
1222,28562573000128,AUTO POSTO 2 L LTDA,AUTO POSTO 2 L,RUA ALCEBIADES AFFONSO GUIMARAES,3050,LOJA 02,83602210,JARDIM SAO VICENTE,CAMPO LARGO,PR,autoposto2l@gmail.com,4130323434
1223,06958758846,CARLOS KAZUO SATO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1224,13691859879,ELISA TIEMI SATO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1225,09438702000126,CENTRAL DE ATENDIMENTO SERVICOS E COMERCIO LTDA,CASERV,RUA GONCALVES DIAS,1189,SALA 24,83601130,CENTRO,CAMPO LARGO,PR,jean@caserv.com.br,4135397131
1226,05258338000161,CONDOMINIO EDIFICIO LYON,CONDOMINIO EDIFICIO LYON,LOTE ,397,QUADRA 02- QUAD. 10,85852190,VILA ITAJUBA,FOZ DO IGUAçU,PR,athoscon@terra.com.br,NULL
1227,02241708000160,CONDOMINIO RESIDENCIAL VIVALDI,,R EDMUNDO DE BARROS,554,,85851120,CENTRO,FOZ DO IGUACU,PR,,NULL
1228,07398143000142,CONSTRUTORA RPJ LTDA,CONSTRUTORA RPJ LTDA,RUA CONSELHEIRO LAURINDO,459,ANDAR: 4; SALA: 41;,80060100,CENTRO,CURITIBA,PR,piva@legnet.eng.br,41999820018
1229,08509338000185,COMERCIAL DE ALIMENTOS TEODORICO LTDA,DISTRIBUIDORA TEODORICO,RUA FRANCISCO VAHLDIECK,1999,LOJA 02 FUNDOS,89057000,FORTALEZA,BLUMENAU,SC,jpsilveirabnu@gmail.com,4733238568
1230,04135825000174,D A T - REPRESENTACOES COMERCIAIS LTDA,,RUA HERMINIO SERGIO REZENDE,26,SALA 01 CONJ DONA LUIZA,89057228,FORTALEZA,BLUMENAU,SC,rosilvia@terra.com.br,4733392519
1231,04756063000123,SERVCRON ENGENHARIA LTDA,SERVCRON,RUA MARCELINO NOGUEIRA,647,,82510270,BACACHERI,CURITIBA,PR,ede.melo@terra.com.br,4130226166
1232,30441540000171,CRONWORK ENGENHARIA LTDA,CRONWORK,RUA MARCELINO NOGUEIRA,647,,82510270,BACACHERI,CURITIBA,PR,semmercontabilidade@gmail.com,4130226166
1233,01331524000128,CONDOMINIO EDIFICIO LAPORTE VOLPI,,R MAL FLORIANO PEIXOTO,114,,80020090,CENTRO,CURITIBA,PR,,NULL
1234,02786257000146,"GEPLAN -PLANEJAMENTO, PROJETOS E GERENCIAMENTO DE OBRAS LTDA",NULL,R VALDIVIA,344,********,80040260,HUGO LANGE,CURITIBA,PR,GEPLAN@GEPLANGERENCIAMENTO.COM.BR,4132622220
1235,13154073000260,IBIZA HOTEIS LTDA,IBIZA PARANAGUA,AV CORONEL JOSE LOBO,S/N,********,83203340,OCEANIA,PARANAGUA,PR,agf.contabil@brturbo.com.br,4132337381
1236,05222437000193,AUTO POSTO BABADINCA LTDA,,ESTRADA DA RIBEIRA,S/N,KM 04,83408000,JARDIM MARACANA,COLOMBO,PR,comunicacao@berticontadores.com.br,4121051500
1237,80786031000159,AUTO POSTO DAS TARTARUGAS LTDA,,AVENIDA SENADOR SALGADO FILHO',405,,80215270,PRADO VELHO,CURITIBA,PR,,NULL
1238,80540420000108,SUPERMERCADO ESCUDEIRO LTDA,ESCUDEIRO SUPERMERCADO,RUA VICTOR LUIZ MAGANHOTO,605,,81590340,UBERABA,CURITIBA,PR,valdomiroverenka@hotmail.com,41996748382
1239,79050332000130,LARGO ENGENHARIA E CONSTRUCAO CIVIL LTDA,,RUA CHAMPAGNAT,158,1 ANDAR,85812060,CENTRO,CASCAVEL,PR,,NULL
1240,17589717000113,MK ILUMINACAO MONTAGEM E COMERCIO DE MATERIAIS ELETRICOS LTDA,MK ILUMINACAO,R ANITA GARIBALDI,2277,SALA A,89203332,ANITA GARIBALDI,JOINVILLE,SC,financeiro@mkiluminacao.com.br,4734663612
1241,13241662000103,AUTO POSTO AG9 LTDA,POSTO AG9,"AVENIDA ENGENHEIRO LOURENCO FAORO 2515 KM 2,08",S/N,,89509600,SAO CRISTOVAO,CAçADOR,SC,fiscal@redeag.com.br,4935676217
1242,05556913000102,TRANSPORTES 3MENINAS LTDA,3MENINAS,RUA EUCLIDES HACK,1826,SALA,89820000,SAO PEDRO,XANXERê,SC,trans3meninas@hotmail.com,49999948708
1243,10535948000103,SULMEDIK DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA,SULMEDIK,R IMACULADA CONCEICAO,1562,,80215182,PRADO VELHO,CURITIBA,PR,sulmedik@sulmedik.com.br,4135035000
1244,04978908000125,AUTO POSTO BARON LTDA,,R SAO PEDRO,983,,88360000,SAO PEDRO,GUABIRUBA,SC,,NULL
1245,21802184000183,M A SANTOS LTDA,AUTO POSTO PEREIRA,AVENIDA NORMAN PROCHET,994,,87930000,CENTRO,QUERêNCIA DO NORTE,PR,,4434621900
1246,78435609000180,RELEVO ARTEFATOS DE PAPEL LTDA,NULL,R PROFESSOR ALBERTO KRAUSE,1.307,,83508500,TANGUA,ALMIRANTE TAMANDARé,PR,ROMERO.GESSINER@RELEVOGUARDANAPOS.COM.BR,4132326744
1247,02922836000179,EDMILSON DA ROCHA E CIA LTDA,,RUA XV DE NOVEMBRO,473,,84140000,CENTRO,PORTO AMAZONAS,PR,,NULL
1248,07811285000190,C. B. TRANSPORTES LTDA,C. B. TRANSPORTES,RUA MANOEL NARCISO,191,SALA,89824000,CENTRO,BOM JESUS,SC,cbtransportes16@gmail.com,49988506990
1249,10973696000196,PALMARES COMERCIO DE COMBUSTIVEIS LTDA,POSTO PALMARES,AVENIDA DOS PALMARES,20,,87047035,JARDIM LIBERDADE,MARINGá,PR,,4430282064
1250,03273994000108,COMERCIO DE COMBUSTIVEIS GIRALDISTELLA LTDA,AUTO POSTO GS,R JACARANDA,700,TERREO,85460000,CENTRO,QUEDAS DO IGUACU,PR,geraldof@wmail.com.br,NULL
1251,82619560000193,POSTO DAS NACOES LTDA,,AVENIDA VICTOR FERREIRA DO AMARAL,142,,82530230,TARUMA,CURITIBA,PR,adriano@maxicon.com.br,4133628619
1252,00544656000175,POSTO DE COMBUSTIVEIS EL CHARIF LTDA,MAX POSTO,RODOVIA BR-277 CURITIBA-PARANAGUA,793,,82900335,CAJURU,CURITIBA,PR,adriano@maxicon.com.br,4133628619
1253,77855385000101,EMPORIO PALOTINA LTDA,,RUA ALDIR PEDRON,1109,,85950000,CENTRO,PALOTINA,PR,,NULL
1254,34300864000140,A P CAVALCANTE LTDA,POSTO SAGRES,QUADRA 1401 SUL AVENIDA LO 33,SN,LOTE 01 CONJ 02,77019748,PLANO DIRETOR SUL,PALMAS,TO,ap-cavalcante@outlook.com,63984114898
1255,45454097000140,AUTO POSTO CENTRAL ITABERA LTDA,,RUA CEL AMANTINO,181,,18440000,CENTRO,ITABERá,SP,autopostocentral@hotmail.com.br,1535621108
1256,81645806000139,POSTO OFICINA SANTA BARBARA LTDA,,AVENIDA DR. OSCAR GEYER,053,,84640000,CENTRO,BITURUNA,PR,,NULL
1257,09126025000100,POSTO SERRA GERAL COMERCIO DE COMBUSTIVEIS LTDA,POSTO ECOLOGICO,AV RUY BARBOSA,1528,,47806136,VILA REGINA,BARREIRAS,BA,wcpostoserrageral@hotmail.com,7736132021
1258,31631878000159,AVENIDA AUTO POSTO COMERCIAL DE COMBUSTIVEIS LTDA,AVENIDA AUTO POSTO,AV JOAQUIM BATISTA DE OLIVEIRA ESQUINA COM RUA 02,1525,QUADRA01 LOTE 01 02 03 25 E 26,77470000,JARDIM PLANALTO,FORMOSO DO ARAGUAIA,TO,,63984721113
1259,37537473000132,AP CAVALCANTE - COMERCIO DE COMBUSTIVEIS LTDA,SAGRES,RUA P,212,QUADRA114 E CHACARA 011,68515000,UNIAO,PARAUAPEBAS,PA,alpha-contabil@hotmail.com,9433462289
1260,41036381000146,DIANOPOLIS COMERCIO DE COMBUSTIVEL LTDA,POSTO PORTAL DO JALAPAO,RODOVIA TO 040 KM 341,S/N,,77300000,ZONA RURAL,DIANóPOLIS,TO,jalapaoautoposto@gmail.com,77999527071
1261,82462102000193,M.R. GON & CIA LTDA,AUTO POSTO PALOMA,AV PRES. CASTELO BRANCO,003,TERREO,85990000,CENTRO,TERRA ROXA,PR,,NULL
1262,42558162000190,SAGRES - COMERCIO DE COMBUSTIVEIS LTDA,SAGRES,RODOVIA PA 160,5100,KM 09 QUADRA015 LOTE 009 A 018,68515000,ESPLANADA,PARAUAPEBAS,PA,postosagres.para@gmail.com,63984114898
1263,04200194000120,GERAIS DIESEL TRR LTDA,GERAIS DIESEL,RUA BENEDITO POVOA QUADRA 34,14,,77300000,SETOR BRASIL,DIANóPOLIS,TO,,NULL
1264,23067351000115,POSTO SERRA GERAL LTDA,POSTO SERRA GERAL II,PRACA LIBERATO RODRIGUES SANTANA,S/N,QUADRA58 LOTE 01,77300000,SETOR NOVO HORIZONTE,DIANóPOLIS,TO,postoserrageral@hotmail.com,6336921777
1265,25315973000140,POSTO MOURA COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,AUTO POSTO MOURA,AVENIDA JUSTINO CAMELO ROCHA,S/N,QUADRA03 LOTE 03 E 04,77370000,JARDIM SERRANO,NATIVIDADE,TO,,63992401720
1266,14680611000132,"PRESERVE COLETA, IMPORTACAO E EXPORTACAO DE OLEO E GORDURA VEGETAL LTDA",,RUA JOAO VITORINO,19,,83413680,MAUA,COLOMBO,PR,financeiro@preserve-ambiental.com,4136210754
1267,83573030000114,COMERCIO DE COMBUSTIVEIS BASEGGIO LTDA,,RUA DR MARURI,1765,,89700158,CENTRO,CONCóRDIA,SC,postobaseggio@gmail.com,4934420102
1268,06291441000176,ARAUJO & BORGES LTDA,POSTO SERRA GERAL,RODOVIA TO 040,S/N,"KM 342,5",77300000,SETOR INDUSTRIAL,DIANóPOLIS,TO,,NULL
1269,77946796000102,EMPRESA HOTELEIRA TRES PODERES LTDA,HOTEL DEL REY,R TAROBA,1020,PREDIO,85864060,CENTRO,FOZ DO IGUACU,PR,,NULL
1270,15574320000122,MIRAMOVEIS-COMERCIO DE MOVEIS LTDA,,RUA TIRADENTES,294,,79380000,CENTRO,MIRANDA,MS,,NULL
1271,03127422000110,LUIZ PATRONI,MIRAMOVEIS,RUA 13 DE JUNHO,197,,79380000,CENTRO,MIRANDA,MS,carmenrateiro1@hotmail.com,6732421207
1272,29736298000184,BIOTOP DISTRIBUIDORA DE COSMETICOS LTDA,BIOTOP DISTRIBUIDORA DE COSMETICOS,RUA DO CARMO,85,,79380000,CENTRO,MIRANDA,MS,biotopms@gmail.com,6732421599
1273,02108727000112,AUTO POSTO ITINGA LTDA,,ROD A 280 A,6824,,89245000,ITINGA,ARAQUARI,SC,autopostoitinga@hotmail.com,4734651425
1274,03124463000153,PORTO RECICLAGEM ANIMAL LTDA,PORTO RECICLAGEM ANIMAL,DISTRITO AGROINDUSTRIAL PORTO PALMAS KM 15,SN,QUADRA04 QUADRA4A LOTE 01 A 05 LOTE 07 A 22,77500000,AGROINDUSTRIAL,PORTO NACIONAL,TO,,61999283798
1275,05484568000149,NUTRIFORTE- NUTRICAO ANIMAL LTDA,NUTRIFORTE,QUADRA QUADRA 18 LOTES,1 A 6,,72901495,"SETOR DE INDUSTRIAL, SANTO ANTONIO DO DESCOBERTO",SANTO ANTONIO DO DESCOBERTO,GO,gilson@qualidadealimentos.com.br,61993411581
1276,05643516000178,QUALIDADE ALIMENTOS LTDA,QUALIDADE ALIMENTOS,PONTE ALTA NORTE NUCLEO RURAL PONTE ALTA FAZENDA MACEDONIA,S/N,DF 001/480 CHACARA RANCHINHO LOTE 02 2 ANDAR,72445010,GAMA,BRASíLIA,DF,gilson@qualidadealimentos.com.br,6121038550
1277,09552497000125,INDUSTRIA E COMERCIO DE CADEIRAS TUBOLAR LTDA.,FAMAIS,AVENIDA PORTO ALEGRE,1289,TERREO,87830000,CENTRO,TAPIRA,PR,,44991255235
1278,79608055000139,PINHO LTDA,PINHO INTERNATIONAL,R GENERAL CARNEIRO,1031,,80060150,CENTRO,CURITIBA,PR,CONTROLADORIA@PINHO.COM.BR,4132194300
1279,23208472000130,DITTRICH & DITTRICH USINAGEM LTDA,DITTRICH USINAGEM,RUA SHIGERU HAYASHI,49,,81170640,CIDADE INDUSTRIAL,CURITIBA,PR,financeiro@dittrich.ind.br,4130249261
1280,34689402000167,REGRESSO PIZZA BAR LTDA,MADA,RUA SALDANHA MARINHO,1230,,80430160,CENTRO,CURITIBA,PR,financeiro@forneriacopacabana.com.br,4132435787
1281,20693893000105,MASTER CLEAN LIMPEZA E CONSERVACAO LTDA,MASTER CLEAN LIMPEZAS,RUA JOSE DE ANCHIETA,1367,SALA 01,88113740,AREIAS,SãO JOSé,SC,,4830472368
1282,02470927000110,POSTO VILA BELA LTDA,POSTO VILA BELA LTDA,AVENIDA PREF MOACIR J SILVESTRI,2490,,85015370,VILA BELA,GUARAPUAVA,PR,,NULL
1283,04450063000109,TEIDER & TEIDER LTDA,AUTO POSTO ESTACAO,AVENIDA ALOISIO LEONI,1218,,83750000,ESTACAO NOVA,LAPA,PR,,NULL
1284,95388641000171,AUTO POSTO PALOMA LTDA,POSTO SAO GABRIEL,AVENIDA SAO GABRIEL,2528,,83404000,JARDIM DAS OLIVEIRAS,COLOMBO,PR,,NULL
1285,00721551000144,COMERCIO DE COMBUSTIVEIS ANDRIOLI LTDA,AERO POSTO,AVENIDA RUI BARBOSA,7195,,83045350,AFONSO PENA,SãO JOSé DOS PINHAIS,PR,POSTOTEIXEIRAANDRIOLI@GMAIL.COM,4132237423
1286,76856822000130,AUTO POSTO JK LTDA,,RODOVIA SC 418,7927,,89294000,CENTRO,CAMPO ALEGRE,SC,ocbm@netuno.com.br,4736322497
1287,79406104000150,AUTO POSTO IPERVILLE LTDA,POSTO MADALENA,RUA GUILHERME,1350,,89218500,COSTA E SILVA,JOINVILLE,SC,juninho@iperville.com.br,4730277373
1288,26606385000129,NANO4YOU BRASIL NANOTECNOLOGIA S/A,NANO4YOU S/A,RUA FRANCISCO ALVES DE LIMA,71,GALPAO2,83015510,COSTEIRA,SãO JOSé DOS PINHAIS,PR,financeiro@nano4you.com.br,4136673942
1289,78793957000120,ROTA SUL AUTO POSTO LTDA,,RODOVIA BR CENTO E DEZESSEIS,5090,,81315530,HIGIENOPOLIS,CURITIBA,PR,,NULL
1290,06868196000117,POSTO ROTA 4 LTDA,POSTO ROTA 4,R DOM PEDRO II,11,,83420000,CENTRO,QUATRO BARRAS,PR,,NULL
1291,04353123000167,AUTO POSTO PRINCIPAL LTDA,,RUA MARIANE KUMMROW,144,,89249000,CENTRO,ITAPOA,SC,,4730271349
1292,32750290000187,PROGRESSO ENGENHARIA K M LTDA,PROGRESSO ENGENHARIA,AVENIDA IVO CARLI,2655,,85065520,SAO CRISTOVAO,GUARAPUAVA,PR,giuimperador@gmail.com,4230351742
1293,05802077000107,MAMCARZ & HOFFMANN LTDA,,RUA JOAO STUKAS,6831,,83602110,JARDIM DAS ACACIAS,CAMPO LARGO,PR,,4136423667
1294,34039700000101,RCZ4 CLINICA MEDICA E MEDICINA DO TRABALHO LTDA,RCZ SAUDE EMPRESARIAL,AVENIDA GENERAL MOTORS,2000,SETOR CENTRO MEDICO RUA 42,94180124,SITIO GAUCHO,GRAVATAI,RS,gustavoziegmann@uol.com.br,4236464901
1295,12604563000178,AUTO POSTO ALIANCA LTDA,AUTO POSTO ALIANCA,AVENIDA 4 DE DEZEMBRO,1709,,87660000,CENTRO,PARANACITY,PR,,4434631325
1296,81052722000191,SUDAVIDA CORRETORA DE SEGUROS LTDA,SUDAVIDA,RUA INACIO LUSTOSA,761,,80510000,SAO FRANCISCO,CURITIBA,PR,suda@sudamericavida.com.br,41992796374
1297,01625840000102,AUTO POSTO POPULAR LTDA,AUTO POSTO POPULAR,R DONA ISABEL,1006,,87770000,CENTRO,SAO CARLOS DO IVAI,PR,,NULL
1298,31565513000173,AUTO POSTO XANXERE LTDA,AUTO POSTO XANXERE,RODOVIA BR 282,S/N,KM 502,89820000,MATINHO,XANXERê,SC,,4934330462
1299,04320410000170,PONTES PETINELLI ATACADO DE PRODUTOS DE LIMPEZA LTDA,,RUA GOITACAZES,150,,86026250,LAGO IGAPO,LONDRINA,PR,faturamentopetinelli@sercomtel.com.br,4333362506
1300,08613843000175,AUTO POSTO BOM PRECO LTDA,POSTO BOM PRECO,AVENIDA GENERCY DELFINO COELHO,319,,87530000,CENTRO,ICARAíMA,PR,,4436651063
1301,74090812000101,AUTO POSTO TRANSYARA LTDA,TRANSYARA,AVENIDA MINISTRO CIRNE LIMA,2265,,85903590,JARDIM COOPAGRO,TOLEDO,PR,,NULL
1302,20849096000174,AUTO POSTO PANORAMICO LTDA,POSTO O CUPIM,RODOVIA DO CAFE BR 376,S/N,"KM 517,6",84046000,VILA VELHA,PONTA GROSSA,PR,danielmilton@ocupim.com.br,4232220005
1303,15757918000157,MR - FARMA LTDA,MR - FARMA,RUA CELESTINO DO NASCIMENTO,408,SALA,89820000,CENTRO,XANXERê,SC,,49999728272
1304,15757918000238,MR - FARMA LTDA,MR FARMA,AVENIDA FERMINO TOZZO,592,,89819000,CENTRO,CORDILHEIRA ALTA,SC,,4934338008
1305,15757918000319,MR - FARMA LTDA,,RUA JOSE DE MIRANDA RAMOS,103,SALA,89820000,CENTRO,XANXERE,SC,,49999897556
1306,15757918000408,MR - FARMA LTDA,,RUA DO COMERCIO,311,SALA,89778000,CENTRO,ARVOREDO,SC,,49999227022
1307,15757918000580,MR - FARMA LTDA,,RUA INDEPENDENCIA,213,,89820000,CENTRO,XANXERê,SC,,49999728272
1308,15757918000661,MR - FARMA LTDA,,RUA PAGNONCELLI,601,SALA 1,89832000,CENTRO,IPUACU,SC,,49999728272
1309,15757918000742,MR - FARMA LTDA,,RUA BENJAMIN CONSTANT,1210,SALA 01,89835000,CENTRO,SAO DOMINGOS,SC,,49999728272
1310,15757918000823,MR - FARMA LTDA,,RUA VICTOR KONDER,982,SALA 01,89820000,CENTRO,XANXERê,SC,,49999897556
1311,18309737000156,MANUTEC CONSTRUCOES LTDA,MANUTEC MANUTENCAO PREDIAL E RESIDENCIAL,R FRANCISCO ALVES FERREIRA,S/N,********,83604658,ITAQUI,CAMPO LARGO,PR,MANUTECMANUTENCAO@OUTLOOK.COM,41996372669
1312,78369311000110,ARMANDO RUY & CIA LTDA,POSTO BARRA LIMPA,AVENIDA VISCONDE DE GUARAPUAVA,3439,,80250220,CENTRO,CURITIBA,PR,,NULL
1313,02597182000155,KREUSCHER & ZEHR LTDA,AUTO POSTO VITORIA,AVENIDA BENTO M ROCHA NETO,1981,COLONIA VITORIA,85108000,ENTRE RIOS,GUARAPUAVA,PR,,NULL
1314,08414453000176,FLEXOESTE ETIQUETAS LTDA,FLEXOESTE ETIQUETAS,AV MINISTRO CIRNE LIMA,436,********,85902400,JARDIM PANCERA,TOLEDO,PR,FINANCEIRO@FLEXOESTE.COM.BR,4532788035
1315,10915733000100,DISTRIBUIDORA DE FRIOS HASI LTDA,DISTRIBUIDORA DE FRIOS HASI,RUA 252,306,,88220000,MEIA PRAIA,ITAPEMA,SC,societario@roderjan.com.br,4732617700
1316,10836504000108,POSTO ROTA MIL LTDA,POSTO ROTA MIL,AV JACOB MACANHAN,1629,,83320352,EMILIANO PERNETA,PINHAIS,PR,posto79@posto79.com.br,4136679091
1317,19539754000142,J A WILLEMANN MACHADO,POSTO BORRAZOPOLIS,AV PARANA,559,TERREO,86925000,CENTRO,BORRAZOPOLIS,PR,escritoriokalore@uol.com.br,4334521414
1318,79764080000101,AUTO POSTO BOQUEIRAO LTDA,POSTO BOQUEIRAO,RUA MAESTRO CARLOS FRANK,2400,,81750400,BOQUEIRAO,CURITIBA,PR,,4133367587
1319,02498066000189,AUTO POSTO LAGOA LTDA,,RUA DR PAULA XAVIER,31,,84040010,CENTRO,PONTA GROSSA,PR,,NULL
1320,18880711000163,AUTO POSTO OLARIA LTDA,,RUA RIO GRANDE DO NORTE,375,,83404240,CAMPO PEQUENO,COLOMBO,PR,posto79@posto79.com.br,4136664044
1321,03076446000198,AUTO POSTO TISSU LTDA,,RUA APUCARANA,769,,83324000,VL. EMILIANO PERNETA,PINHAIS,PR,,NULL
1322,01048225000180,AUTO POSTO PINHALAO LTDA,,AVENIDA MARINGA,2010,,83324010,CONJUNTO MARINGA,PINHAIS,PR,,NULL
1323,78693355000109,IRMAOS FURINI LTDA,POSTO SAO PAULO,RODOVIA AVELINO ANTONIO VIEIRA,88,,84935000,NOVA TOMAZINA,TOMAZINA,PR,,NULL
1324,07872728000152,"BOTINI, GONCALVES E CIA LTDA",POSTO UNIAO,AV PRESIDENTE TANCREDO NEVES,2175,********,87702180,JARDIM OURO VERDE,PARANAVAI,PR,escricontablider@pvai.com.br,4434231457
1325,09334133000179,AUTO POSTO HIGASHIBARA LTDA,,AVENIDA PONTA GROSSA,685,,86828000,CENTRO,MAUá DA SERRA,PR,,4334641343
1326,41251784000108,SEGURANCAS GP INTERTATICO LTDA,GRUPO INTERTATICO,RUA DA PAZ,460,APT 24 ANDAR 02 COND DALLAS ED,80060160,CENTRO,CURITIBA,PR,grupointertatico@gmail.com,43984474916
1327,4205988000130,POSTO FELICITA LTDA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1328,04114150000187,POSTO SHAN LTDA,SHANGRI-LA,R IZIDORO STAVITZKI,95,********,81820210,PINHEIRINHO,CURITIBA,PR,,NULL
1329,08226021000131,NEXUS ADMINISTRACAO E PARTICIPACOES LTDA.,NEXUS,RUA SANTOS DUMONT,3116,SALA 02 EDIF BRISAS DO PARQUE SUL,85900010,CENTRO,TOLEDO,PR,financeiro@dalbosco.com.br,4532771142
1330,75587410000180,IRMAOS PEGORARO & CIA LTDA,POSTO SACY,RODOVIA BR-277 KM-518,SN,POSTO SACI,85400000,TREVO,GUARANIACU,PR,,NULL
1331,77727725000100,AUTO POSTO KENNEDY LTDA,,R PRESIDENTE KENNEDY,211,,85810040,CENTRO,CASCAVEL,PR,,4532254454
1332,01851420000144,BEUX PECAS E MOTORES LTDA,,RUA JOSE BONIFACIO,307,,78015060,DOM AQUINO,CUIABá,MT,financeiro@beux.com.br,6536344545
1333,32191644000109,SUDASEG SEGURADORA DE DANOS E PESSOAS S/A,SUDASEG SEGURADORA,RUA INACIO LUSTOSA,755,,80510000,SAO FRANCISCO,CURITIBA,PR,contabilidade@sudasegseguradora.com.br,4132236710
1334,81222267000125,SUDACLUBE DE SERVICOS,,RUA INACIO LUSTOSA,761,,80510000,SAO FRANCISCO,CURITIBA,PR,suda@sudamericavida.com.br,4132231758
1335,04512238000157,FRIGORIFICO MODELO LTDA,BOI DO CERRADO,RODOVIA BA 172 - KM 168,S/N,GALPAO,47640000,POCO DA PEDRA,SANTA MARIA DA VITóRIA,BA,contabilidade@boidocerrado.com,NULL
1336,13669883000179,COMERCIAL SANTOS VAREJO E ATACADO LTDA,COMERCIAL SANTOS VAREJO E ATACADO,RUA RUI BARBOSA,SN,LOJA,47690000,CENTRO,CORIBE,BA,sefaz@gecontabil.com.br,7734802179
1337,03527516000187,PANDA TRANSPORTES RODOVIARIOS LTDA,PANDA TRANSPORTES,RODOVIA VICINAL 72,S/N,,85628000,SANTO ANTONIO DO DIVISOR,MANFRINOPOLIS,PR,contabilidade@redepanda.com,4635208701
1338,28390160000103,PANDA GAS LTDA,PANDA GAS,AVENIDA NOSSA SENHORA DA LUZ,S/N,QUADRA0041 LOTE 001-R,85530000,CENTRO,CLEVELâNDIA,PR,contabilidade@redepanda.com,4630350535
1339,04281682000109,MARIENE DE OLIVEIRA E SOUZA & CIA LTDA,HOME CENTER ROMANOS,AVENIDA MANOEL EMILIO DE OLIVEIRA SOUZA,979,,47640000,CENTRO,SANTA MARIA DA VITóRIA,BA,sefaz@gecontabil.com.br,7736111774
1340,97553573000184,POSTO DA PONTE COMERCIO DE PETROLEO LTDA,POSTO DA PONTE,RUA BARREIRINHA,2815,,69153030,JOAO RIBEIRO,PARINTINS,AM,,9235331918
1341,55416259000100,SANCHES & GONZALEZ LTDA.,SUPER MERCEARIA J.M.,AVENIDA BRIG. EDUARDO GOMES,1004,,14783131,VILA RIOS,BARRETOS,SP,,NULL
1342,27933025000102,AUTO POSTO MARIUCA LTDA,NULL,R JOAO BATISTA FRANCA E SILVA,1004,,84072000,BOA VISTA,PONTA GROSSA,PR,POSTOZAPAPG@GMAIL.COM,4232384450
1343,45231325000113,BMG AGRICOLA LTDA,BMG AGRICOLA,ESTRADA FELICIDADE - PE 201 03 SILOS,SN,,85988000,ZONA RURAL ENTRE RIOS,ENTRE RIOS DO OESTE,PR,contabilidade@bmgagricola.com.br,4431999160
1344,45079139000100,BMG TRANSPORTES NACIONAL E INTERNACIONAL LTDA,BMG TRANSPORTES,"RODOVIA BR 272, KM 206",SN,BRCAO 01 LOTE 119-REM E 120-REM,87560000,BRASILIA,IPORã,PR,contabilidade@bmgagricola.com.br,4433545089
1345,50419092000117,SERCOM ENGENHARIA E COMERCIO LTDA,SERCOM,V CONS ANTONIO PRADO,780,********,14784200,VILA PEREIRA,BARRETOS,SP,SERCOM@SERCOMENGENHARIA.COM.BR,1733210600
1346,03722944000160,CONFIANCA NIEHUES LTDA,AUTO POSTO CONFIANCA I,AVENIDA MANOEL RODRIGUES DE OLIVEIRA,2.250,SALA,79390000,JARDIM ELDORADO,BODOQUENA,MS,binhobod@hotmail.com,NULL
1347,13728591000160,CONVENIENCIA NIEHUES LTDA,CONVENIENCIA CONFIANCA I,AVENIDA MANOEL RODRIGUES DE OLIVEIRA,2.250,A,79390000,JARDIM ELDORADO,BODOQUENA,MS,binhobod@hotmail.com,6732681297
1348,10989834000125,BMG FOODS IMPORTACAO E EXPORTACAO LTDA,BMGFOODS,AVENIDA AFONSO PENA,4785,SALA 702,79031010,SANTA FE,CAMPO GRANDE,MS,,6740422726
1349,08258183000151,LIVIA S. CORDEIRO LTDA,STAR MATERIAIS DE CONSTRUCAO,AVENIDA MANCIO LIMA,1463,,69980000,CENTRO,CRUZEIRO DO SUL,AC,liviacordeiro@yahoo.com.br,6833222833
1350,73537714000107,"BETAMPEX-BRA COMERCIO, IMPORTACAO E EXPORTACAO LTDA",BETAMPEX-BRA,RUA DO ARROZ 90,90,SALA 229,21011900,PENHA CIRCULAR,RIO DE JANEIRO,RJ,evandro12_27@hotmail.com,2122627295
1351,14515756000188,NOSTRO BEEF ALIMENTOS IMPORTACAO E EXPORTACAO LTDA,,AVENIDA CARNEIRO LEAO,294,ANDAR 13 SALA 1303,87014010,ZONA ARMAZEM,MARINGá,PR,bissolirp@hotmail.com,44984237405
1352,97343412000166,ORGANIZACAO SOCIAL DE LUTO CURITIBA LTDA,LUTO CURITIBA,AVENIDA MARECHAL FLORIANO PEIXOTO,306,SALA 93 ANDAR 10,80010130,CENTRO,CURITIBA,PR,contato@lutocuritiba.com.br,4132248021
1353,09276267000180,LB2 CONSULTORIA LTDA,,AVENIDA TERRAS DE SANTANA,650,,86047612,TERRA BONITA,LONDRINA,PR,financeiro@lb2.com.br,4333055300
1354,04427539000182,RESTAURANTE E COSTELA CURITIBANO LTDA,COSTELAO CURITIBANO,RUA CHILE,1746,,80220181,AGUA VERDE,CURITIBA,PR,costelaocuritibano@hotmail.com,4130783563
